amount
599.0
21.42
318.72
243.77
77.02
169.0
126.96
99.9
949.9
472.0
784.96
7.0
71.94
71.96
22.89
79.9
15.9
129.11
179.99
1769.01
748.99
1439.99
259.99
1139.82
111.49
6.49
1127.12
76.95
111.83
595.75
1199.0
1161.34
26.89
42.42
530.19
101.8
309.25
39.65
74.6
979.99
79.9
359.94
2321.0
28.89
140.0
1198.0
487.36
111.84
123.85
206.98
105.95
157.02
227.16
103.75
67.57
150.0
10.8
37.9
14.98
42.69
81.66
107.66
919.08
5809.98
49.99
49.68
2999.99
6.9
2399.99
124.9
159.99
49.96
592.89
127.96
547.68
101.69
210.1
658.5
93.21
94.4
175.86
27.83
20.68
79.9
113.99
39.89
2249.99
84.5
278.73
99.87
3080.49
7.48
160.91
41.98
67.5
699.0
211.3
1449.0
20.69
695.32
416.43
106.67
513.5
103.98
128.25
219.9
35.6
1155.39
927.7
212.69
147.01
262.06
1498.99
36.68
167.9
37.0
206.31
77.89
115.89
26.9
1213.77
63.69
47.98
687.12
24.98
207.41
306.92
1147.9
361.81
466.2
99.9
3844.09
519.99
2899.0
169.94
219.9
35.46
1969.98
125.0
47.0
2038.46
24.9
2546.78
2728.9
368.9
317.98
79.65
19.99
1719.98
309.98
13.98
66.51
42.0
35.0
89.94
79.9
199.99
187.0
156.98
89.3
858.87
11.99
499.89
699.0
21.99
1244.9
40.99
140.82
629.1
19.99
36.7
239.0
412.25
59.5
76.54
174.88
1759.98
399.0
25.99
48.44
130.89
3849.97
1568.9
259.27
246.67
84.47
461.86
828.88
143.5
157.2
92.77
121.54
127.98
107.9
232.32
39.0
80.88
9.81
99.0
252.88
116.34
64.15
8.5
386.0
823.31
315.9
1199.0
77.35
101.93
304.99
119.49
118.15
748.26
115.0
119.89
281.3
1599.99
498.0
61.15
1091.24
2199.99
409.0
23.9
169.9
399.8
787.55
119.9
112.8
1104.99
369.98
117.3
1502.58
1284.12
2436.83
207.17
64.98
104.96
47.25
727.96
309.98
14.5
749.0
131.72
275.8
1747.11
1125.68
2139.98
3785.28
1649.99
2209.98
634.46
1248.0
91.03
1196.14
4013.0
1049.17
789.84
1547.91
189.99
77.88
540.58
215.97
29.99
64.98
722.13
14.99
126.8
17.98
64.9
1539.56
39.93
735.89
155.99
68.83
57.98
135.8
297.9
708.99
39.42
999.99
56.98
129.74
111.92
99.99
23.8
12.9
3999.0
283.0
1328.9
21.82
24.0
4599.98
9.9
1283.7
1589.65
1909.98
1569.89
3.98
121.94
167.9
4638.28
26.28
99.99
2199.99
78.29
169.99
1135.23
19.61
109.99
3299.0
1039.98
289.98
1641.79
55.01
33.0
1399.99
301.93
3209.98
81.76
699.0
435.61
2528.0
137.99
106.6
97.98
2901.99
1528.05
55.27
65.61
58.98
3351.14
101.39
129.99
2816.49
2099.99
53.99
166.37
989.0
155.29
49.1
259.01
87.39
320.81
52.84
123.93
17.97
169.99
1066.09
59.94
3351.14
3361.13
182.85
208.89
752.9
752.9
199.99
1648.9
1098.0
59.99
334.95
2478.29
115.89
112.97
189.98
1905.47
1111.72
576.03
175.89
2049.99
102.98
104.79
1768.99
333.14
7.7
67.96
359.76
119.99
118.9
151.98
7511.97
536.29
843.33
190.05
690.53
23.68
3162.37
43.8
2368.98
699.0
11.99
2908.99
83.89
2433.99
3999.99
191.92
1041.46
512.93
172.44
182.31
110.13
949.99
899.0
38.94
735.79
9.09
3199.99
98.1
324.24
585.15
1399.9
130.98
1406.44
89.99
770.39
199.98
116.99
59.99
169.36
229.98
182.05
2199.99
29.0
318.0
11.96
1098.0
3209.98
5.8
476.34
99.98
99.99
145.92
189.98
699.0
2.99
314.96
129.99
3209.98
1135.23
11.99
236.97
1266.6
2799.0
27.39
460.43
151.1
24.63
47.6
104.9
14.92
77.7
308.66
67.79
136.15
163.94
139.95
524.9
287.76
588.13
529.98
25.46
35.9
177.98
35.99
99.99
1822.98
641.45
829.98
69.98
76.26
303.82
27.79
1577.88
49.8
554.98
550.0
150.99
3.5
88.97
239.12
165.57
254.04
1135.23
1979.1
383.91
4.99
9.0
919.8
2152.04
239.98
139.8
502.78
703.88
18.94
15624.24
129.99
87.9
50.95
461.94
421.27
4169.0
102.59
549.0
1521.74
106.43
19.99
1135.23
3.98
265.24
99.89
14.5
204.0
525.43
308.0
30.51
72.68
504.37
72.22
149.99
38.81
1535.98
3828.99
199.99
200.99
3999.0
757.41
59.94
190.7
6.64
82.97
359.94
63.8
375.46
14.18
9.5
154.81
64.98
3812.99
57.9
909.08
91.11
817.97
483.41
88.12
76.98
59.9
599.0
150.12
3089.76
64.45
99.99
423.0
982.64
2270.46
862.35
1171.38
137.22
169.98
69.9
184.41
1724.17
14.25
577.67
664.98
162.6
1149.0
149.99
161.63
1514.79
90.34
99.99
139.7
1341.98
41.8
1506.41
1999.0
164.59
659.99
337.21
2724.98
56.98
103.81
112.59
1771.51
174.7
959.98
426.9
131.16
99.99
425.68
152.48
2476.15
1421.56
1671.55
159.9
10.0
66.57
23.18
192.9
5.99
1398.0
5728.11
119.99
899.0
999.0
89.97
1999.99
575.07
41.98
341.66
27.99
49.9
62.11
226.79
24.99
157.29
108.99
744.0
1389.98
629.99
735.79
34.0
54.7
129.31
8.99
119.9
668.03
229.9
299.0
246.26
1299.8
149.99
38.9
110.31
1661.55
3199.0
1998.0
140.16
67.08
17.9
63.26
36.76
160.27
699.0
167.65
1135.23
826.8
461.98
121.19
2199.99
1265.09
919.07
135.16
159.9
51.48
6789.98
379.12
139.99
1904.98
159.99
852.77
158.93
1372.49
29.9
269.9
16.51
2404.98
35.89
73.43
213.23
149.99
29.95
715.23
59.98
99.99
4814.1
9.89
586.34
264.2
159.29
31.98
51.2
4099.0
106.22
78.37
234.47
742.2
19.9
6.9
131.48
1332.22
1409.98
427.59
1135.23
590.27
609.99
174.48
214.66
21.71
211.96
109.99
3309.98
88.8
28.92
472.97
1251.99
94.76
280.51
1409.98
50.6
292.07
25.65
1139.98
149.99
7.8
107.57
200.16
2525.69
617.7
139.33
65.9
163.77
76.49
227.77
109.98
213.39
310.06
129.7
105.29
309.63
149.99
59.97
2199.0
999.99
99.2
149.99
148.9
294.77
899.99
6.96
69.9
12.9
19.9
35.0
22.49
699.0
11.99
8.9
456.0
2797.1
131.94
114.99
749.66
14.75
149.99
149.99
7.61
1592.11
342.8
69.99
169.99
2529.98
60.9
60.9
298.57
3199.0
134.0
219.98
4015.29
1135.23
26.98
69.9
2699.0
2684.31
58.22
183.54
2.84
153.43
37.57
1149.0
2209.98
6879.0
229.99
1630.06
843.33
67.27
479.76
1208.99
4024.98
2529.98
226.81
59.96
87.51
246.0
408.34
1145.11
322.08
989.0
1199.0
709.0
1299.0
49.9
821.98
176.98
92.14
1336.98
255.77
2899.99
601.69
114.99
51.98
19.9
199.99
269.97
179.7
383.62
172.39
1079.0
95.88
45.75
2504.98
565.32
95.9
901.67
33.97
3999.99
2799.99
843.33
27.54
369.99
1002.98
735.79
99.98
5507.93
16.0
541.42
260.9
2409.98
549.0
1699.99
1698.99
2623.03
334.58
1899.0
176.82
3199.0
1599.0
224.6
24.66
219.99
629.47
3399.0
84.98
41.98
377.99
4599.99
22.99
46.24
51.82
29.61
126.87
1529.99
805.74
699.0
109.52
156.9
2799.99
1136.56
1363.78
91.06
108.9
47.99
1135.23
1710.7
232.92
300.0
313.96
83.98
2099.99
49.99
49.0
73.97
328.57
157.65
68.9
2235.22
90.51
7.14
519.98
47.8
974.98
105.88
19.47
645.48
13.98
79.98
899.0
91.12
24.9
2371.98
3136.62
1619.99
109.22
549.0
326.09
27.98
177.89
95.98
735.79
429.7
1719.98
105.72
126.38
1509.98
1099.99
3209.98
290.1
19.98
62.96
2302.69
909.08
102.98
106.89
16.9
578.0
324.98
1704.98
385.03
40.51
599.98
79.67
440.73
309.97
1098.0
1472.98
1029.03
259.96
59.98
576.4
355.99
69.57
704.99
1879.98
9.17
99.99
16.99
2226.18
281.34
699.0
119.99
699.0
1021.98
169.49
699.99
99.73
3999.0
112.98
33.23
282.04
18.98
358.88
300.0
239.4
34.49
169.0
2999.98
125.48
186.26
183.67
182.2
3452.99
324.08
369.98
143.19
817.9
237.78
32.01
2199.98
699.0
1780.38
31.9
1066.91
49.73
1269.11
1299.0
168.99
51.99
877.1
394.99
325.84
126.96
129.74
32.9
654.6
225.85
179.94
87.02
52.9
159.0
159.9
14.42
174.99
20.46
259.9
129.59
19.98
80.07
917.99
121.72
69.89
229.98
85.93
221.5
2926.26
441.9
132.91
1199.0
1466.99
179.03
13.6
4.98
128.86
32.53
1557.61
19.5
109.99
31.59
209.8
72.8
50.49
202.97
1466.99
79.9
739.0
16.98
102.98
692.02
619.98
22.79
512.58
19.0
1212.4
172.5
399.95
566.82
126.05
91.97
999.0
2276.72
274.96
13.48
48.97
49.99
106.57
364.58
1101.2
1709.1
522.0
89.94
59.98
343.69
1098.19
76.95
33.14
1323.16
127.35
149.49
529.9
555.62
1955.0
52.98
99.98
73.18
599.94
187.98
39.98
109.99
55.84
133.29
14.99
85.97
62.99
194.97
19.99
321.89
1429.99
749.0
204.7
49.9
79.9
887.28
135.58
27.9
142.41
623.6
226.89
2399.99
208.07
51.85
39.89
299.22
19.77
11.99
7.97
110.95
129.99
1205.55
935.92
150.44
139.99
46.98
105.62
136.49
128.9
36.14
1379.98
177.8
1519.99
519.91
126.48
1359.98
122.26
1356.98
216.44
21.7
109.98
145.48
139.75
969.89
59.9
1049.9
23.99
236.94
1182.98
122.05
119.99
129.99
1196.09
157.04
139.99
80.41
29.97
1253.9
129.9
94.91
39.99
47.96
140.48
109.62
511.02
1228.99
5.25
21.98
51.71
178.2
629.67
5.25
79.9
27.89
1698.99
579.99
169.9
149.99
1298.45
1507.32
109.89
1716.19
113.54
4708.99
39.96
20.59
79.9
34.98
235.46
484.0
168.52
1598.99
707.45
52.39
524.64
20.7
47.97
270.67
24.34
86.99
38.85
97.65
383.99
1499.99
149.0
110.95
9.99
49.95
22.9
99.9
1379.98
11.99
159.99
704.01
18.99
101.85
36.0
64.64
3964.96
33.8
343.9
109.34
126.64
357.26
17399.97
4708.99
216.23
3923.97
88.31
73.98
85.35
2731.09
79.9
9.99
93.5
103.87
79.9
2203.36
116.52
846.26
381.62
578.46
225.16
25.63
8.69
9.99
437.87
103.56
3697.97
58.4
2727.24
85.85
228.87
2768.4
13.2
3250.66
999.99
139.89
217.53
38.9
95.7
116.83
17.88
56.3
518.0
72.92
0.09
1798.0
199.0
109.98
95.69
2498.9
80.66
1199.0
2054.98
14.9
89.93
229.98
45.22
309.98
735.79
604.71
713.7
23.0
82.08
1772.98
169.99
1019.98
1647.0
249.0
819.8
2035.69
3.98
228.78
714.25
39.31
3999.0
16.98
23.99
1109.46
1199.0
33.1
1398.0
309.98
728.46
182.9
129.69
174.19
778.97
899.0
58.49
41.98
235.97
99.99
19.99
159.97
27.86
39.9
1804.98
89.9
173.19
689.98
99.99
63.76
2709.98
608.04
62.98
45.28
76.32
2091.72
197.38
499.0
127.08
51.45
226.24
629.1
1135.23
84.16
1799.99
4399.99
1995.14
214.62
1578.5
54.98
199.98
89.99
1684.98
3.98
249.99
2.99
41.94
199.99
174.98
1135.23
699.0
79.9
281.31
1199.0
303.95
1573.32
76.98
49.9
102.9
262.07
434.41
59.9
32.99
1299.0
216.2
976.66
290.85
137.32
122.6
256.53
33.8
97.45
8.0
99.99
157.47
284.38
339.9
209.71
1979.1
559.99
3231.45
358.82
227.16
63.06
46.0
628.9
1803.1
15624.24
389.96
1519.98
45.03
1666.55
201.17
1339.99
1021.34
2099.99
1001.19
254.06
160.68
147.06
49.98
177.99
899.0
843.33
930.52
154.99
1914.0
2404.09
58.9
85.75
20.46
2869.98
201.69
477.37
316.03
407.15
216.84
1148.65
147.99
4.87
82.8
1316.5
118.63
114.98
51.26
18.98
2888.98
704.9
1359.98
199.99
48.8
119.9
195.88
40.0
28.5
224.9
70.88
359.94
53.8
17.9
97.4
137.95
285.0
32.51
13.62
1004.98
115.77
120.0
3.27
59.03
6.99
465.27
193.33
69.99
45.75
899.0
56.97
157.56
230.98
75.04
270.53
270.53
1199.0
2752.41
29.08
119.9
54.9
15.41
99.99
35.91
24.98
24.98
94.8
899.0
119.9
1024.59
1343.02
214.98
2124.98
961.37
66.01
930.2
107.44
1221.99
1342.0
899.0
6.89
847.21
4.5
148.06
34.79
112.0
19.9
95.4
400.2
245.84
47.44
2508.99
595.02
126.62
1299.0
180.81
853.14
949.99
65.95
549.99
72.98
46.5
340.5
19.3
53.16
173.9
35.99
314.15
38.59
136.5
38.05
183.1
72.13
155.67
34.0
584.53
36.5
56.26
99.99
61.29
2234.18
32.56
1807.13
250.0
240.97
11.09
1649.0
10.5
79.9
68.99
183.4
925.06
148.99
58.57
56.77
2329.98
1372.53
19.99
319.96
575.0
29.9
139.9
507.78
12.0
128.21
1244.07
2199.0
99.0
1629.52
1199.0
584.2
19.99
0.04
0.06
0.04
304.96
201.55
270.98
403.89
1455.57
1051.34
629.99
180.96
30.0
170.32
2199.0
1199.0
598.5
199.99
114.9
24.88
139.4
235.48
500.0
59.39
74.76
134.85
64.18
67.82
276.69
114.75
132.99
425.21
82.89
89.45
104.97
14583.07
305.97
19.98
221.31
3.75
1803.98
3999.0
57.88
99.99
121.03
386.11
201.78
130.21
36.9
29.94
899.0
3936.1
699.0
2.96
399.9
719.98
140.0
39.99
267.98
36.6
4599.99
3208.99
136.74
1199.0
50.93
63.9
53.64
1478.37
50.0
147.5
145.74
139.87
10.0
2824.98
89.9
99.99
1599.0
1.08
600.0
49.79
299.97
43.06
86.53
47.58
98.08
119.98
10.99
67.08
35.8
226.35
216.5
1599.0
75.55
99.35
112.47
67.5
79.9
67.5
503.79
369.5
172.11
62.91
156.98
450.09
163.1
100.48
103.49
2069.98
198.0
83.57
288.9
555.81
29.65
50.99
3.49
42.63
14.99
699.0
235.88
253.97
64.94
46.71
423.82
1123.0
39.99
365.77
345.91
210.05
63.72
104.47
128.75
1709.99
1795.97
102.97
460.39
121.41
44.9
549.0
243.67
902.28
39.64
249.98
134.15
4.2
140.98
214.78
1008.08
89.99
195.93
193.6
75.0
85.26
1583.12
171.98
180.0
12.32
779.0
296.89
516.05
709.98
999.0
17.8
22.5
41.98
99.99
32.8
35.04
599.0
189.0
1.62
419.9
87.6
182.16
519.96
10.0
9.3
45.17
883.92
1199.0
650.97
44.19
41.9
259.95
496.89
89.99
5803.87
378.32
275.13
179.98
659.0
5.95
499.0
79.9
128.38
28.99
1778.93
99.99
139.99
69.79
109.99
99.89
54.99
657.98
10.98
273.18
889.0
1000.21
300.0
345.74
32.12
179.0
219.98
131.22
2985.1
1135.23
69.48
6.66
924.24
19.9
4.99
112.98
3.5
247.59
109.98
26.9
13.51
59.9
59.9
3599.99
85.51
79.9
2.99
2409.98
71.43
284.42
4.99
1709.99
39.99
131.13
1135.23
114.92
54.98
89.98
82.33
2032.47
2512.13
3754.99
599.0
435.44
199.98
4477.1
55.9
2399.99
249.9
735.79
199.33
22.96
147.18
44.18
2099.99
291.5
2620.68
1298.99
111.97
232.03
306.5
899.0
2249.0
629.1
124.11
1699.0
19.99
156.86
16.69
36.89
109.9
85.0
56.84
196.44
55.43
108.87
89.94
116.19
1609.98
29.6
129.29
69.9
104.05
258.54
402.11
7502.96
2299.99
5226.6
5507.93
3199.99
3199.99
366.21
51.29
3399.0
3351.14
1135.23
36.2
645.05
20.98
103.36
1299.99
1999.99
229.98
1135.23
843.33
13.29
3009.98
327.65
68.41
181.98
94.98
238.13
922.44
54.87
129.74
898.48
179.95
909.08
549.0
2099.99
26.59
111.98
79.8
281.32
2967.38
51.98
550.0
370.99
2259.98
1214.37
2591.2
332.22
80.93
9.99
157.9
72.09
79.9
105.0
1099.0
2780.1
15.95
1799.0
599.99
2209.98
366.39
848.37
1699.0
159.6
169.0
129.99
1699.99
132.0
271.69
909.08
16.99
91.06
1699.99
1699.99
4621.99
2209.98
3699.0
87.08
3016.02
3209.98
41.94
389.57
2249.99
3764.98
89.99
398.0
259.99
145.78
60.98
49.89
3754.44
9.57
386.55
104.98
162.78
712.98
2209.97
1504.98
196.92
3754.44
660.43
219.34
512.98
47.7
889.26
1693.98
1499.0
49.8
279.99
3351.14
139.0
339.15
1105.38
3.67
3999.0
1999.99
99.99
254.04
79.9
674.9
1268.39
286.64
658.84
987.72
79.9
340.6
1135.23
248.86
15.49
58.9
91.96
112.59
82.79
286.71
7.98
459.8
297.61
3399.0
113.48
127.12
1393.16
199.99
649.5
68.0
46.2
21.99
139.99
3899.99
268.06
23.6
1811.01
113.04
315.0
105.99
99.98
79.9
74.79
63.79
291.23
787.02
1719.98
49.29
29.99
249.9
154.5
76.58
558.9
31.96
28.83
2399.99
399.9
79.9
297.89
24.0
206.98
1449.0
57.69
72.98
17.4
825.81
278.92
669.99
153.92
1128.0
206.98
1898.82
0.7
1369.99
189.98
566.23
59.27
24.98
619.55
411.41
14.96
159.0
3098.99
1431.79
2409.98
2273.37
445.58
168.52
83.2
296.26
1146.42
121.88
14.99
24.67
59.94
206.47
11.99
102.95
4.99
462.1
336.96
133.69
1199.0
79.9
177.55
325.59
559.56
45.75
9299.0
49.8
16.0
1709.99
156.8
679.81
14.99
189.89
43.78
89.8
471.1
158.89
3206.98
120.88
48.65
310.0
45.93
200.49
1101.2
405.44
941.09
35.14
185.49
569.61
108.16
365.69
198.75
99.99
146.98
48.07
148.8
246.49
172.57
3508.99
87.98
129.0
37.99
658.89
24.9
35.98
65.99
70.0
53.98
94.4
279.9
25.59
79.9
94.92
116.9
316.9
309.02
831.7
106.22
50.89
295.0
71.9
1341.59
99.73
641.02
43.99
16.3
1519.99
300.33
79.9
94.8
64.67
406.87
219.99
199.98
1567.0
14.4
1099.0
66.06
120.48
1170.87
162.35
3034.99
89.8
829.0
829.0
636.04
429.0
27.99
200.49
116.7
5727.4
99.9
94.98
312.8
989.1
43.64
1593.21
954.6
276.07
1809.98
3365.73
209.76
253.07
432.22
39.98
599.94
88.32
109.77
549.0
208.46
35.0
53.22
395.32
1955.0
699.0
92.7
549.0
101.94
42.98
105.78
183.97
60.41
175.53
149.0
5.9
49.68
109.63
265.08
1199.0
9.99
24.9
4495.97
87.71
104.98
1294.92
96.82
14.99
152.48
121.88
162.36
112.2
130.6
246.97
199.99
7.07
1094.75
48.0
1199.0
5.8
11.99
135.14
363.67
209.98
182.47
759.84
649.99
179.35
289.98
74.93
239.69
149.95
103.72
509.98
187.98
1408.55
361.59
171.96
123.86
172.99
699.0
59.94
336.55
81.99
32.97
33.39
140.11
735.78
731.28
1949.99
12.0
4839.98
546.41
41.58
9.9
23.99
191.89
79.12
173.36
129.9
12.97
110.28
599.99
88.97
99.99
1135.23
112.9
24.0
155.09
1299.0
291.48
254.7
475.71
1699.99
111.74
1599.99
698.16
17.97
29.35
552.5
82.89
1135.23
783.76
1135.23
255.38
2604.98
9.99
305.97
941.89
309.98
1799.0
119.99
4.81
17.9
161.72
1315.06
74.22
17.8
1799.99
1859.98
231.85
1106.89
859.8
83.9
1135.23
182.76
5.89
324.98
14.98
615.2
2899.99
89.67
209.98
27.6
163.45
1009.98
53.94
1135.23
79.9
2199.99
69.99
111.97
149.99
679.99
90.71
79.94
362.88
1709.99
50.28
90.84
59.04
34.24
309.98
27.5
56.07
2206.74
24.9
108.22
3219.98
909.08
226.81
489.0
9.99
143.6
4.98
959.88
3199.0
167.99
687.99
1699.0
382.87
2679.98
2109.98
699.0
1135.23
148.25
39.2
1259.47
2199.99
104.89
2209.98
108.1
10.51
2599.99
752.07
29.99
2475.88
385.22
2.99
69.46
62.68
39.16
179.27
456.5
399.9
2612.18
59.96
27.51
2012.98
608.9
35.98
174.98
22.9
93.98
91.76
1822.98
151.97
793.65
126.9
159.03
12.9
657.47
99.9
383.99
849.99
99.52
2199.99
271.37
1039.64
2999.9
35.2
130.36
139.57
1867.95
119.4
139.57
113.08
255.54
27.0
113.54
2358.58
8267.9
249.98
36.81
135.35
70.56
1203.57
50.84
4.0
17.7
1001.19
42.45
9.99
8.9
79.22
85.06
310.0
107.64
227.89
69.97
4622.85
859.93
1135.23
1204.1
84.18
1099.0
30.51
47.3
69.96
179.99
303.66
383.1
87.53
162.98
735.79
55.28
258.1
899.0
5469.0
398.69
55.5
32.99
53.99
161.97
20.98
359.94
359.94
92.8
79.2
32.98
3313.82
199.5
143.82
14.75
3013.73
28.94
153.44
1899.0
843.33
1799.0
420.91
25.0
2099.99
999.0
1312.85
35.31
704.06
694.03
86.98
99.99
33.57
42.53
149.22
899.0
754.6
467.43
10.0
839.88
365.53
539.99
79.72
2641.98
359.45
2699.99
397.24
143.62
42.8
62.69
109.99
103.99
87.09
607.13
3.73
269.99
6.85
459.64
195.17
13.2
142.32
214.0
27.18
216.96
115.29
99.9
3903.7
368.08
169.99
362.09
13.9
36.86
138.27
8.88
141.97
291.81
17.7
23.75
4.95
85.74
726.99
209.64
29.85
959.98
32.45
189.9
1664.62
1217.7
25.96
11.07
29.9
1674.0
189.99
99.99
353.0
30.0
1331.31
129.09
82.9
125.67
79.9
147.35
74.97
179.5
1899.79
909.08
14.99
17.9
322.68
646.26
135.7
2248.99
30.88
437.32
319.94
29.5
843.33
49.99
133.97
429.98
15.0
1607.77
11.89
617.7
81.99
89.21
1001.99
311.63
637.86
2704.98
0.04
2499.0
155.45
75.98
18.62
419.29
3334.45
3153.48
1650.03
32.79
188.89
79.73
25.0
115.7
21.7
31.13
24.95
9.99
2744.9
93.46
6.99
265.99
49.9
918.33
339.99
2165.13
22.99
162.65
14.99
424.97
59.15
63.88
127.98
229.99
267.63
1229.0
189.9
3299.0
801.99
120.46
751.99
6.3
404.62
139.99
22.99
599.94
479.99
373.0
1612.62
4089.0
16.7
316.68
451.96
60.56
269.94
514.59
33.82
492.68
11961.54
437.78
284.48
118.37
89.9
147.0
164.9
77.16
158.2
100.19
549.96
1156.02
99.99
1078.8
424.74
42.0
169.0
2077.64
6.49
2199.0
1199.0
39.9
172.6
219.98
117.55
137.0
49.9
406.98
118.13
39.3
69.99
152.34
196.72
699.0
64.99
679.98
0.05
14.9
52.23
354.14
269.95
129.86
75.75
186.31
1699.99
70.0
22.4
818.17
2999.0
885.83
6.99
215.0
79.9
54.0
78.0
3399.99
1389.98
16.58
34.49
17.4
3319.46
24.44
359.97
2873.36
350.7
2299.99
79.99
1199.0
1183.89
105.98
1514.79
199.26
75.29
32.59
119.99
72.61
519.97
79.92
41.4
268.5
1498.0
88.0
884.39
194.68
349.34
699.0
30.22
21.47
2766.0
435.48
140.36
56.65
49.82
899.0
32.8
58.3
145.0
58.3
99.99
1529.35
272.07
9.13
97.17
2270.46
1609.01
98.49
12.9
1201.45
56.6
294.91
1208.99
34.5
1398.98
99.0
549.0
352.98
69.12
539.1
145.48
29.99
2940.06
123.81
332.24
544.73
699.0
311.25
440.0
1709.6
48.0
599.0
293.0
44.49
1011.89
45.98
89.5
119.92
149.99
159.98
1802.61
121.32
3655.1
166.98
31.48
783.94
1299.99
99.98
492.71
1411.1
246.88
1999.99
147.12
168.88
699.0
135.55
239.98
69.0
3.98
129.99
78.18
99.99
189.0
2501.39
69.79
195.77
85.0
27.82
661.58
147.87
69.9
39.69
38.3
21.0
1127.98
24.98
959.98
26.99
459.0
549.0
119.98
10.0
3209.98
899.99
1135.23
91.23
103.82
226.0
259.0
14.9
60.65
434.25
542.03
319.98
280.43
0.98
509.41
166.98
1138.99
549.0
1728.73
14.1
64.99
95.72
1398.9
333.67
121.67
1709.98
79.99
2209.98
2186.12
825.47
15.2
619.96
4599.0
1412.98
59.98
140.85
79.9
1719.98
1399.3
28.99
1009.98
699.0
23.8
49.77
2799.99
348.9
1538.0
99.99
735.79
1360.27
2940.7
89.94
128.59
372.98
77.83
59.99
43.98
8.99
699.0
1289.0
759.99
1054.48
148.0
23.9
305.41
1135.23
76.94
222.74
3764.43
198.71
79.9
135.02
190.45
2099.99
37.2
126.28
19.99
109.8
99.99
149.0
179.99
142.59
52.0
56.8
19.29
499.97
99.99
2508.99
59.99
231.54
697.43
260.81
24.99
79.9
3050.98
3521.52
293.25
21.97
